"measure","location","sex","age","cause","metric","year","val","upper","lower","age_group_start","inc_base","inc_base_monthly"
"Incidence","Indonesia","Female","90 to 94","Bipolar disorder","Rate",2019,17.7246670694098,28.8891274826309,9.68730614430896,90,0.000177246670694098,1.47717559583205e-05
"Incidence","Indonesia","Male","10 to 14","Anxiety disorders","Rate",2019,523.476972771693,691.785606098994,395.719665696055,10,0.00523476972771693,0.000437280959724951
"Incidence","Indonesia","Female","10 to 14","Anxiety disorders","Rate",2019,873.451340036326,1139.20598331371,657.108480598464,10,0.00873451340036326,0.000730806401792572
"Incidence","Indonesia","Male","15 to 19","Anxiety disorders","Rate",2019,498.403082989478,722.895622804562,321.908020590808,15,0.00498403082989478,0.0004162877061471
"Incidence","Indonesia","Female","15 to 19","Anxiety disorders","Rate",2019,875.366139347218,1254.93724795856,565.145218122186,15,0.00875366139347218,0.000732414965903816
"Incidence","Indonesia","Male","20 to 24","Anxiety disorders","Rate",2019,493.111213932889,748.741682032942,293.554290369347,20,0.00493111213932889,0.000411857679105232
"Incidence","Indonesia","Female","20 to 24","Anxiety disorders","Rate",2019,880.658403197191,1313.69376792972,531.02979285935,20,0.00880658403197191,0.000736860982435639
"Incidence","Indonesia","Male","25 to 29","Anxiety disorders","Rate",2019,506.098333456987,685.103952188351,361.523260167562,25,0.00506098333456987,0.000422730081560907
"Incidence","Indonesia","Female","25 to 29","Anxiety disorders","Rate",2019,887.015149138054,1197.3515455385,629.639952665488,25,0.00887015149138054,0.000742201555156918
"Incidence","Indonesia","Male","30 to 34","Anxiety disorders","Rate",2019,519.135328530761,679.633914887214,381.010233990576,30,0.00519135328530761,0.000433645546747519
"Incidence","Indonesia","Female","30 to 34","Anxiety disorders","Rate",2019,894.507296217151,1161.54500729642,652.345334556543,30,0.00894507296217151,0.000748496429807899
"Incidence","Indonesia","Male","35 to 39","Anxiety disorders","Rate",2019,532.020154222522,734.735032742898,349.015541279901,35,0.00532020154222522,0.000444434893781431
"Incidence","Indonesia","Female","35 to 39","Anxiety disorders","Rate",2019,901.737724172698,1249.94468140662,599.202218460416,35,0.00901737724172698,0.000754571822649819
"Incidence","Indonesia","Male","40 to 44","Anxiety disorders","Rate",2019,541.123696231823,741.315078382508,353.560435901772,40,0.00541123696231823,0.000452058685391998
"Incidence","Indonesia","Female","40 to 44","Anxiety disorders","Rate",2019,872.261527203213,1215.33949072186,570.834855735993,40,0.00872261527203213,0.000729806890910067
"Incidence","Indonesia","Male","45 to 49","Anxiety disorders","Rate",2019,546.662117508573,703.462135029512,403.83502857459,45,0.00546662117508573,0.000456697167719899
"Incidence","Indonesia","Female","45 to 49","Anxiety disorders","Rate",2019,807.490676819819,1066.93438359065,585.752259483594,45,0.00807490676819819,0.000675412256668673
"Incidence","Indonesia","Male","50 to 54","Anxiety disorders","Rate",2019,552.12745369299,712.240537727138,410.173979438835,50,0.0055212745369299,0.000461274672687972
"Incidence","Indonesia","Female","50 to 54","Anxiety disorders","Rate",2019,743.183695973064,1001.20240891443,547.08993711109,50,0.00743183695973064,0.00062143938091419
"Incidence","Indonesia","Male","55 to 59","Anxiety disorders","Rate",2019,557.376797304347,773.652978112465,378.07685598781,55,0.00557376797304347,0.000465671489693009
"Incidence","Indonesia","Female","55 to 59","Anxiety disorders","Rate",2019,678.821148555628,990.154453525151,445.294427514844,55,0.00678821148555628,0.000567451954322729
"Incidence","Indonesia","Male","60 to 64","Anxiety disorders","Rate",2019,521.81019201833,742.390039050323,341.535731887792,60,0.0052181019201833,0.000435885287780935
"Incidence","Indonesia","Female","60 to 64","Anxiety disorders","Rate",2019,594.363748225269,908.326266270564,365.731754868954,60,0.00594363748225269,0.000496657558028968
"Incidence","Indonesia","Male","65 to 69","Anxiety disorders","Rate",2019,446.109769741461,597.905846755337,322.863913669937,65,0.00446109769741461,0.000372520437620039
"Incidence","Indonesia","Female","65 to 69","Anxiety disorders","Rate",2019,490.230637690596,711.636999389147,327.390050695525,65,0.00490230637690596,0.000409446328756502
"Incidence","Indonesia","Male","70 to 74","Anxiety disorders","Rate",2019,370.609134894669,479.897131004486,286.65393885506,70,0.00370609134894669,0.000309366796275357
"Incidence","Indonesia","Female","70 to 74","Anxiety disorders","Rate",2019,386.094501448318,535.706933641549,280.172387624442,70,0.00386094501448318,0.00032231618691636
"Incidence","Indonesia","Male","75 to 79","Anxiety disorders","Rate",2019,294.955501597833,428.600172024455,207.547002655446,75,0.00294955501597833,0.00024612916573985
"Incidence","Indonesia","Female","75 to 79","Anxiety disorders","Rate",2019,281.783726711836,398.274459468438,195.034999579644,75,0.00281783726711836,0.000235123591149744
"Incidence","Indonesia","Male","80 to 84","Anxiety disorders","Rate",2019,225.16264422869,365.558742833948,139.292868343213,80,0.0022516264422869,0.000187829454893484
"Incidence","Indonesia","Female","80 to 84","Anxiety disorders","Rate",2019,201.016019688854,322.508468747188,116.114762502979,80,0.00201016019688854,0.000167667882210898
"Incidence","Indonesia","Male","85 to 89","Anxiety disorders","Rate",2019,161.393412378186,261.628180781939,99.7429322046489,85,0.00161393412378186,0.000134594101274033
"Incidence","Indonesia","Female","85 to 89","Anxiety disorders","Rate",2019,144.091873980029,230.940597430553,83.2592153860522,85,0.00144091873980029,0.00012015593582404
"Incidence","Indonesia","Male","90 to 94","Anxiety disorders","Rate",2019,97.2778095350356,157.765338841296,60.1203292154698,90,0.000972778095350356,8.1101007054829e-05
"Incidence","Indonesia","Female","90 to 94","Anxiety disorders","Rate",2019,86.9248032615377,139.090166084623,50.2531706108695,90,0.000869248032615377,7.24662115106911e-05
"Incidence","Germany","Male","10 to 14","Self-harm","Rate",2019,19.1562613469257,33.4487886272028,10.1740627179593,10,0.000191562613469257,1.59649528863604e-05
"Incidence","Germany","Female","10 to 14","Self-harm","Rate",2019,41.6080052889185,75.8104115827863,20.9661922811761,10,0.000416080052889185,3.46799518209373e-05
"Incidence","Germany","Male","15 to 19","Self-harm","Rate",2019,88.4519666041772,109.385204300681,68.656551116442,15,0.000884519666041772,7.37398714478754e-05
"Incidence","Germany","Female","15 to 19","Self-harm","Rate",2019,135.261086290484,180.720224694921,93.6493248759696,15,0.00135261086290484,0.000112787511236001
"Incidence","Germany","Male","20 to 24","Self-harm","Rate",2019,133.743396537297,157.73775540302,111.655570932652,20,0.00133743396537297,0.000111521208415621
"Incidence","Germany","Female","20 to 24","Self-harm","Rate",2019,155.625451454754,205.024389182807,115.974739561637,20,0.00155625451454754,0.000129780472490126
"Incidence","Germany","Male","25 to 29","Self-harm","Rate",2019,115.646081858577,140.006377817919,92.5916478565744,25,0.00115646081858577,9.64228539674927e-05
"Incidence","Germany","Female","25 to 29","Self-harm","Rate",2019,112.494573334937,152.012340924415,81.8710705853397,25,0.00112494573334937,9.37938477272304e-05
"Incidence","Germany","Male","30 to 34","Self-harm","Rate",2019,120.741332932175,140.972914795369,99.48016291602,30,0.00120741332932175,0.000100673502088533
"Incidence","Germany","Female","30 to 34","Self-harm","Rate",2019,99.2064797200951,129.347075654821,74.7060705221757,30,0.000992064797200951,8.27096809644656e-05
"Incidence","Germany","Male","35 to 39","Self-harm","Rate",2019,112.533577194591,134.20137569388,92.4723760316109,35,0.00112533577194591,9.38263845029486e-05
"Incidence","Germany","Female","35 to 39","Self-harm","Rate",2019,91.9278769795039,120.258170337928,69.4852274364338,35,0.000919278769795039,7.66388602303492e-05
"Incidence","Germany","Male","40 to 44","Self-harm","Rate",2019,89.6729487519809,108.610797410949,72.6928494744877,40,0.000896729487519809,7.47581879614323e-05
"Incidence","Germany","Female","40 to 44","Self-harm","Rate",2019,107.995329996015,137.350778930509,84.7934583072874,40,0.00107995329996015,9.00406852371027e-05
"Incidence","Germany","Male","45 to 49","Self-harm","Rate",2019,87.9437936871167,106.525934167098,70.1278130294039,45,0.000879437936871167,7.33160513540776e-05
"Incidence","Germany","Female","45 to 49","Self-harm","Rate",2019,118.608347260627,148.305768994662,94.4734449645632,45,0.00118608347260627,9.88940618511513e-05
"Incidence","Germany","Male","50 to 54","Self-harm","Rate",2019,73.6343741483691,89.5668174578238,58.0958901901667,50,0.000736343741483691,6.13826973128173e-05
"Incidence","Germany","Female","50 to 54","Self-harm","Rate",2019,95.0292692425798,116.110465936345,77.6602244249422,50,0.000950292692425798,7.92255703876421e-05
"Incidence","Germany","Male","55 to 59","Self-harm","Rate",2019,60.7264515420771,75.7310817200351,47.6716238535916,55,0.000607264515420771,5.06194667246884e-05
"Incidence","Germany","Female","55 to 59","Self-harm","Rate",2019,72.6764095991874,88.0704477423013,58.9514396310009,55,0.000726764095991874,6.05838578108253e-05
"Incidence","Germany","Male","60 to 64","Self-harm","Rate",2019,38.4627653209668,49.3210129543448,29.9344791889581,60,0.000384627653209668,3.20579562492762e-05
"Incidence","Germany","Female","60 to 64","Self-harm","Rate",2019,48.9115855531791,61.647139208861,39.0086229856651,60,0.000489115855531791,4.07687949059987e-05
"Incidence","Germany","Male","65 to 69","Self-harm","Rate",2019,30.5113759162569,39.5641915729415,22.5571042480596,65,0.000305113759162569,2.54297029792516e-05
"Incidence","Germany","Female","65 to 69","Self-harm","Rate",2019,41.4114616392469,50.2860994226097,32.9867945793747,65,0.000414114616392469,3.45161030997909e-05
"Incidence","Germany","Male","70 to 74","Self-harm","Rate",2019,23.1769092972901,31.1619201655794,16.4464055711589,70,0.000231769092972901,1.93161430726008e-05
"Incidence","Germany","Female","70 to 74","Self-harm","Rate",2019,34.2370010741161,42.0149979311545,27.5080979589104,70,0.000342370010741161,2.85353122547738e-05
"Incidence","Germany","Male","75 to 79","Self-harm","Rate",2019,30.3881990774853,39.5621161022066,22.8490906246262,75,0.000303881990774853,2.5327026954014e-05
"Incidence","Germany","Female","75 to 79","Self-harm","Rate",2019,40.3714907063907,48.6314927349413,33.2978246775046,75,0.000403714907063907,3.36491356773827e-05
"Incidence","Germany","Male","80 to 84","Self-harm","Rate",2019,72.2522053324395,94.4936454969269,55.7665984915658,80,0.000722522053324395,6.02301192751398e-05
"Incidence","Germany","Female","80 to 84","Self-harm","Rate",2019,65.038444075149,78.9683069223743,54.1978104893841,80,0.00065038444075149,5.421486635937e-05
"Incidence","Germany","Male","85 to 89","Self-harm","Rate",2019,88.2833838631947,113.005644486164,67.6803321505579,85,0.000882833838631947,7.35992719353984e-05
"Incidence","Germany","Female","85 to 89","Self-harm","Rate",2019,72.8864367461574,88.0099801910796,60.7079523538217,85,0.000728864367461574,6.07589972834166e-05
"Incidence","Germany","Male","90 to 94","Self-harm","Rate",2019,76.9775125409386,97.5766995190599,59.1923030013912,90,0.000769775125409386,6.41705705153317e-05
"Incidence","Germany","Female","90 to 94","Self-harm","Rate",2019,64.6428953078087,77.335508292739,53.8368328139765,90,0.000646428953078087,5.38850463452922e-05
"Incidence","Mexico","Male","10 to 14","Major depressive disorder","Rate",2019,629.564607599068,1005.95308904552,359.679130019916,10,0.00629564607599068,0.000526157132994531
"Incidence","Mexico","Female","10 to 14","Major depressive disorder","Rate",2019,1769.64856411588,2695.85127087322,1037.66993843393,10,0.0176964856411588,0.00148680532682022
"Incidence","Mexico","Male","15 to 19","Major depressive disorder","Rate",2019,1967.7415595295,2686.84315464023,1460.9839849536,15,0.019677415595295,0.0016547621789309
"Incidence","Mexico","Female","15 to 19","Major depressive disorder","Rate",2019,5050.95343030219,6796.03752696515,3564.74922934124,15,0.0505095343030219,0.00430983507081129
"Incidence","Mexico","Male","20 to 24","Major depressive disorder","Rate",2019,2823.47195951645,3707.00646448788,2044.11884678288,20,0.0282347195951645,0.00238390270894162
"Incidence","Mexico","Female","20 to 24","Major depressive disorder","Rate",2019,6892.77823099758,9270.97624161355,4897.66958381942,20,0.0689277823099758,0.00593386091508041
"Incidence","Mexico","Male","25 to 29","Major depressive disorder","Rate",2019,2844.42965804561,3877.16063338394,2090.78716193011,25,0.0284442965804561,0.00240183382597603
"Incidence","Mexico","Female","25 to 29","Major depressive disorder","Rate",2019,7014.82390801875,9708.54325507294,4851.07767704398,25,0.0701482390801875,0.00604251201476425
"Incidence","Mexico","Male","30 to 34","Major depressive disorder","Rate",2019,2936.17673615609,3916.97104454833,2172.66753646142,30,0.0293617673615609,0.00248037311691318
"Incidence","Mexico","Female","30 to 34","Major depressive disorder","Rate",2019,7447.91385455158,10039.89376841,5390.80455918034,30,0.0744791385455158,0.00642912802085005
"Incidence","Mexico","Male","35 to 39","Major depressive disorder","Rate",2019,3098.4723409558,3981.9295332375,2357.14262364823,35,0.030984723409558,0.00261947167270171
"Incidence","Mexico","Female","35 to 39","Major depressive disorder","Rate",2019,8179.8202138342,10492.5962488581,6044.13043022951,35,0.081798202138342,0.0070862804953572
"Incidence","Mexico","Male","40 to 44","Major depressive disorder","Rate",2019,3330.28909529791,4295.93858823197,2473.99967377378,40,0.0333028909529791,0.00281852548219907
"Incidence","Mexico","Female","40 to 44","Major depressive disorder","Rate",2019,8408.80014575389,10904.1788998898,6046.26701335837,40,0.0840880014575389,0.00729285962764392
"Incidence","Mexico","Male","45 to 49","Major depressive disorder","Rate",2019,3634.42030421105,4425.17367141013,2874.09741722045,45,0.0363442030421105,0.00308033809590569
"Incidence","Mexico","Female","45 to 49","Major depressive disorder","Rate",2019,8174.46485800339,10118.5137415915,6431.30485719647,45,0.0817446485800339,0.00708145470057187
"Incidence","Mexico","Male","50 to 54","Major depressive disorder","Rate",2019,3936.70593129893,4800.83186687285,3169.08065594481,50,0.0393670593129893,0.00334131355905265
"Incidence","Mexico","Female","50 to 54","Major depressive disorder","Rate",2019,7937.89501729681,9757.31001648492,6365.72218422271,50,0.0793789501729681,0.00686853491992179
"Incidence","Mexico","Male","55 to 59","Major depressive disorder","Rate",2019,4236.35044591637,5350.72334942836,3291.14415132229,55,0.0423635044591637,0.00360075285200667
"Incidence","Mexico","Female","55 to 59","Major depressive disorder","Rate",2019,7696.47323594168,9791.95184416983,5726.80944952724,55,0.0769647323594169,0.00665176470107331
"Incidence","Mexico","Male","60 to 64","Major depressive disorder","Rate",2019,4549.98244711363,5682.8456993948,3638.28592565878,60,0.0454998244711363,0.00387310111411598
"Incidence","Mexico","Female","60 to 64","Major depressive disorder","Rate",2019,7489.77861900371,9556.29116462552,5441.20131018316,60,0.0748977861900371,0.00646658822155333
"Incidence","Mexico","Male","65 to 69","Major depressive disorder","Rate",2019,4877.09611171963,5773.41897545725,4080.31016656022,65,0.0487709611171963,0.00415803179684271
"Incidence","Mexico","Female","65 to 69","Major depressive disorder","Rate",2019,7317.6341092343,8864.07862967861,5876.37814515424,65,0.073176341092343,0.00631265421605975
"Incidence","Mexico","Male","70 to 74","Major depressive disorder","Rate",2019,5200.16117509035,6318.17663448794,4222.83371683744,70,0.0520016117509035,0.00444031891134833
"Incidence","Mexico","Female","70 to 74","Major depressive disorder","Rate",2019,7140.36373633488,8788.38324539948,5600.91162784064,70,0.0714036373633488,0.00615441025736907
"Incidence","Mexico","Male","75 to 79","Major depressive disorder","Rate",2019,5522.5955355627,6975.33932765116,4111.54771385317,75,0.055225955355627,0.00472293555449443
"Incidence","Mexico","Female","75 to 79","Major depressive disorder","Rate",2019,6960.83054560573,9219.34934462212,4856.01512119113,75,0.0696083054560573,0.00599442833848463
"Incidence","Mexico","Male","80 to 84","Major depressive disorder","Rate",2019,5921.16325713989,7435.64792979949,4461.13363744165,80,0.0592116325713989,0.00507350826469843
"Incidence","Mexico","Female","80 to 84","Major depressive disorder","Rate",2019,7318.35245517345,9451.10860531443,5222.59649886945,80,0.0731835245517344,0.00631329602621655
"Incidence","Mexico","Male","85 to 89","Major depressive disorder","Rate",2019,6391.34903137314,7938.02571325819,5003.05805904098,85,0.0639134903137313,0.00548882951765128
"Incidence","Mexico","Female","85 to 89","Major depressive disorder","Rate",2019,8192.01590633391,10252.1799739586,6260.54502890082,85,0.0819201590633391,0.00709727118722059
"Incidence","Mexico","Male","90 to 94","Major depressive disorder","Rate",2019,6853.4852300652,9086.95501668228,5039.19809797902,90,0.068534852300652,0.00589890812278449
"Incidence","Mexico","Female","90 to 94","Major depressive disorder","Rate",2019,9045.81156823182,12199.1072128917,6502.88256675154,90,0.0904581156823182,0.00787005351740866
"Incidence","Kenya","Male","10 to 14","Self-harm","Rate",2019,15.6544914065784,25.72232488847,8.59693506895674,10,0.000156544914065784,1.30463456040619e-05
"Incidence","Kenya","Female","10 to 14","Self-harm","Rate",2019,14.9731198825328,26.4112952682665,7.80933939123751,10,0.000149731198825328,1.24784562818281e-05
"Incidence","Kenya","Male","15 to 19","Self-harm","Rate",2019,33.1949228239087,48.1948944665661,20.7264596063205,15,0.000331949228239087,2.76666452362351e-05
"Incidence","Kenya","Female","15 to 19","Self-harm","Rate",2019,28.8337585498426,42.6115806512736,17.5982386064628,15,0.000288337585498426,2.40313081412147e-05
"Incidence","Kenya","Male","20 to 24","Self-harm","Rate",2019,39.6043030007219,61.1699609225229,25.4993729685308,20,0.000396043030007219,3.3009578151888e-05
"Incidence","Kenya","Female","20 to 24","Self-harm","Rate",2019,30.857839701236,48.331635520053,19.1740350817769,20,0.00030857839701236,2.57185040337671e-05
"Incidence","Kenya","Male","25 to 29","Self-harm","Rate",2019,35.9424541540681,55.8497419142445,21.4872176692001,25,0.000359424541540681,2.9956980449275e-05
"Incidence","Kenya","Female","25 to 29","Self-harm","Rate",2019,27.4873215195771,43.8624303953701,16.1965054706289,25,0.000274873215195771,2.29089875652955e-05
"Incidence","Kenya","Male","30 to 34","Self-harm","Rate",2019,32.3455888506451,51.2054398926799,19.3488483080245,30,0.000323455888506451,2.69586542460676e-05
"Incidence","Kenya","Female","30 to 34","Self-harm","Rate",2019,26.5999018118859,42.7193667113132,15.8350901957294,30,0.000265999018118859,2.21692877687696e-05
"Incidence","Kenya","Male","35 to 39","Self-harm","Rate",2019,32.8145367998207,52.9682263155731,19.1400278259789,35,0.000328145367998207,2.7349560949852e-05
"Incidence","Kenya","Female","35 to 39","Self-harm","Rate",2019,28.54574175324,48.3224464644679,16.7247822819382,35,0.0002854574175324,2.37912310054877e-05
"Incidence","Kenya","Male","40 to 44","Self-harm","Rate",2019,35.0020683824741,54.5736040485071,20.4613279634225,40,0.000350020683824741,2.9173070737909e-05
"Incidence","Kenya","Female","40 to 44","Self-harm","Rate",2019,32.1008078349894,50.4466007860593,19.0183369862903,40,0.000321008078349894,2.67546097950655e-05
"Incidence","Kenya","Male","45 to 49","Self-harm","Rate",2019,40.1560571862743,61.4455424595085,23.3955626066771,45,0.000401560571862743,3.34695414573316e-05
"Incidence","Kenya","Female","45 to 49","Self-harm","Rate",2019,36.6512783739235,55.6074296201817,21.724267073753,45,0.000366512783739235,3.05478639016643e-05
"Incidence","Kenya","Male","50 to 54","Self-harm","Rate",2019,40.7889879270056,63.0789271481345,24.6047942867774,50,0.000407889879270056,3.39971794973692e-05
"Incidence","Kenya","Female","50 to 54","Self-harm","Rate",2019,39.1848556054544,60.2619732353826,23.8876309397024,50,0.000391848556054544,3.2659912383548e-05
"Incidence","Kenya","Male","55 to 59","Self-harm","Rate",2019,44.1682462326018,66.2053978750185,27.7535798198456,55,0.000441682462326018,3.68143250657482e-05
"Incidence","Kenya","Female","55 to 59","Self-harm","Rate",2019,43.0498479398574,64.0345071929297,27.3607922505198,55,0.000430498479398574,3.58819537666921e-05
"Incidence","Kenya","Male","60 to 64","Self-harm","Rate",2019,43.6954334792621,69.626391786782,25.3209135559693,60,0.000436954334792621,3.64201556997124e-05
"Incidence","Kenya","Female","60 to 64","Self-harm","Rate",2019,45.535945665765,68.9965862620764,26.9149678745899,60,0.00045535945665765,3.79545433963902e-05
"Incidence","Kenya","Male","65 to 69","Self-harm","Rate",2019,44.8085774444284,67.1173070265988,26.2988739442464,65,0.000448085774444284,3.73481521132035e-05
"Incidence","Kenya","Female","65 to 69","Self-harm","Rate",2019,49.2547827846823,71.5429050344711,31.3441071478139,65,0.000492547827846823,4.10549213382128e-05
"Incidence","Kenya","Male","70 to 74","Self-harm","Rate",2019,48.8413976341131,76.0482671632129,29.6804597732518,70,0.00048841397634113,4.0710278755629e-05
"Incidence","Kenya","Female","70 to 74","Self-harm","Rate",2019,50.7376811318835,76.1141948700782,31.440901671397,70,0.000507376811318835,4.22912365743988e-05
"Incidence","Kenya","Male","75 to 79","Self-harm","Rate",2019,47.0403013426382,71.3797221887218,28.581807912019,75,0.000470403013426382,3.9208705288063e-05
"Incidence","Kenya","Female","75 to 79","Self-harm","Rate",2019,55.0656225101405,83.1979592943997,34.9799747004381,75,0.000550656225101404,4.5899604240951e-05
"Incidence","Kenya","Male","80 to 84","Self-harm","Rate",2019,45.5278755664665,67.650695699853,26.645800272896,80,0.000455278755664665,3.79478155054791e-05
"Incidence","Kenya","Female","80 to 84","Self-harm","Rate",2019,60.107393995632,88.7898681578024,37.7511897031833,80,0.00060107393995632,5.01032995641193e-05
"Incidence","Kenya","Male","85 to 89","Self-harm","Rate",2019,37.3629011951142,50.1495336898561,25.8258542512668,85,0.000373629011951142,3.11410841614679e-05
"Incidence","Kenya","Female","85 to 89","Self-harm","Rate",2019,52.7384413079741,78.8410331366576,31.9700440019602,85,0.000527384413079741,4.3959327856502e-05
"Incidence","Kenya","Male","90 to 94","Self-harm","Rate",2019,33.4240673169545,45.3792393048195,22.9116403005368,90,0.000334240673169545,2.78576573043976e-05
"Incidence","Kenya","Female","90 to 94","Self-harm","Rate",2019,53.4269121947413,76.5791216189996,33.9919581548359,90,0.000534269121947414,4.45333329075481e-05
"Incidence","Iran (Islamic Republic of)","Male","10 to 14","Major depressive disorder","Rate",2019,1438.18988250984,2264.45686472949,768.19475170942,10,0.0143818988250984,0.00120646502946031
"Incidence","Iran (Islamic Republic of)","Female","10 to 14","Major depressive disorder","Rate",2019,3083.65797047733,4727.79796327596,1788.68737606838,10,0.0308365797047733,0.00260676587935293
"Incidence","Iran (Islamic Republic of)","Male","15 to 19","Major depressive disorder","Rate",2019,4023.64459641471,5742.27574997637,2641.16181159064,15,0.0402364459641471,0.00341651062827342
"Incidence","Iran (Islamic Republic of)","Female","15 to 19","Major depressive disorder","Rate",2019,7828.46286274878,10828.8207958312,5396.07473887475,15,0.0782846286274878,0.0067702123884168
"Incidence","Iran (Islamic Republic of)","Male","20 to 24","Major depressive disorder","Rate",2019,5611.41297048485,7921.91712325254,3569.40253255417,20,0.0561141297048485,0.00480094015587718
"Incidence","Iran (Islamic Republic of)","Female","20 to 24","Major depressive disorder","Rate",2019,10000.8935319274,13889.152736797,6590.08914072338,20,0.100008935319274,0.00874243107048311
"Incidence","Iran (Islamic Republic of)","Male","25 to 29","Major depressive disorder","Rate",2019,5809.39872274537,8503.53177613338,3715.65142953399,25,0.0580939872274537,0.00497506512254242
"Incidence","Iran (Islamic Republic of)","Female","25 to 29","Major depressive disorder","Rate",2019,9903.81705317725,13908.5213375465,6570.95270516819,25,0.0990381705317725,0.00865337439521929
"Incidence","Iran (Islamic Republic of)","Male","30 to 34","Major depressive disorder","Rate",2019,6027.30429448815,8620.08532379771,3971.36686426015,30,0.0602730429448815,0.00516709748184074
"Incidence","Iran (Islamic Republic of)","Female","30 to 34","Major depressive disorder","Rate",2019,10259.3980979763,14107.9146368763,7007.46622087171,30,0.102593980979763,0.00898000987990766
"Incidence","Iran (Islamic Republic of)","Male","35 to 39","Major depressive disorder","Rate",2019,6299.15338737219,8725.95215396815,4197.41593391729,35,0.0629915338737219,0.00540724140866555
"Incidence","Iran (Islamic Republic of)","Female","35 to 39","Major depressive disorder","Rate",2019,11007.8624963912,14543.9632005635,7751.27969820503,35,0.110078624963912,0.00967144142871434
"Incidence","Iran (Islamic Republic of)","Male","40 to 44","Major depressive disorder","Rate",2019,6332.89216797922,8949.22342218396,4071.05487183309,40,0.0633289216797922,0.00543708984584912
"Incidence","Iran (Islamic Republic of)","Female","40 to 44","Major depressive disorder","Rate",2019,11186.3903193891,15087.3514013218,7683.33757478432,40,0.111863903193891,0.00983715267200103
"Incidence","Iran (Islamic Republic of)","Male","45 to 49","Major depressive disorder","Rate",2019,6190.39874174081,8204.67741320099,4431.34468982098,45,0.0619039874174081,0.00531109403437402
"Incidence","Iran (Islamic Republic of)","Female","45 to 49","Major depressive disorder","Rate",2019,10938.2630015953,13886.3645020126,8224.60312186245,45,0.109382630015953,0.0096069210540709
"Incidence","Iran (Islamic Republic of)","Male","50 to 54","Major depressive disorder","Rate",2019,6065.34959033333,7864.01220939326,4555.95658317528,50,0.0606534959033333,0.00520066728348534
"Incidence","Iran (Islamic Republic of)","Female","50 to 54","Major depressive disorder","Rate",2019,10728.0060424504,13293.0180856192,8344.89215867313,50,0.107280060424504,0.00941228822222484
"Incidence","Iran (Islamic Republic of)","Male","55 to 59","Major depressive disorder","Rate",2019,5945.67313473567,8063.49950726524,4073.30080921448,55,0.0594567313473567,0.00509511110304361
"Incidence","Iran (Islamic Republic of)","Female","55 to 59","Major depressive disorder","Rate",2019,10488.3093864515,13555.007525197,7628.21027014141,55,0.104883093864515,0.00919091526806048
"Incidence","Iran (Islamic Republic of)","Male","60 to 64","Major depressive disorder","Rate",2019,5667.26147046953,7785.29188275703,3738.34176138925,60,0.0566726147046953,0.00485002399726386
"Incidence","Iran (Islamic Republic of)","Female","60 to 64","Major depressive disorder","Rate",2019,9842.30173226774,12846.1202053738,6896.65151763163,60,0.0984230173226774,0.00859698657330921
"Incidence","Iran (Islamic Republic of)","Male","65 to 69","Major depressive disorder","Rate",2019,5247.93807290943,6814.4744907157,3786.26864622411,65,0.0524793807290943,0.00448214013544179
"Incidence","Iran (Islamic Republic of)","Female","65 to 69","Major depressive disorder","Rate",2019,8822.81493950105,10973.4840516412,6683.76995326314,65,0.0882281493950105,0.00766757666904894
"Incidence","Iran (Islamic Republic of)","Male","70 to 74","Major depressive disorder","Rate",2019,4757.84990535568,6141.87728650033,3518.67654242501,70,0.0475784990535568,0.00405405911474188
"Incidence","Iran (Islamic Republic of)","Female","70 to 74","Major depressive disorder","Rate",2019,7775.17264944285,9638.81404599369,5968.5410187972,70,0.0777517264944285,0.00672237096848272
"Incidence","Iran (Islamic Republic of)","Male","75 to 79","Major depressive disorder","Rate",2019,4264.52880853231,5977.63272336945,2768.94333308771,75,0.0426452880853231,0.00362518860842898
"Incidence","Iran (Islamic Republic of)","Female","75 to 79","Major depressive disorder","Rate",2019,6707.29882959698,9080.61454427529,4648.62978387642,75,0.0670729882959698,0.00576898768601042
"Incidence","Iran (Islamic Republic of)","Male","80 to 84","Major depressive disorder","Rate",2019,4161.35512697334,5816.40225407771,2639.48961065205,80,0.0416135512697334,0.00353575039401799
"Incidence","Iran (Islamic Republic of)","Female","80 to 84","Major depressive disorder","Rate",2019,6401.05961111563,8708.98477616072,4296.83987388963,80,0.0640105961111563,0.00549742713756296
"Incidence","Iran (Islamic Republic of)","Male","85 to 89","Major depressive disorder","Rate",2019,4439.07752357172,5902.63058052971,3203.60079693053,85,0.0443907752357172,0.00377670110731665
"Incidence","Iran (Islamic Republic of)","Female","85 to 89","Major depressive disorder","Rate",2019,6836.46224603289,8771.84614373256,5070.54322951266,85,0.0683646224603289,0.00588376965183068
"Incidence","Iran (Islamic Republic of)","Male","90 to 94","Major depressive disorder","Rate",2019,4644.81387284246,6725.79817033834,3145.68177632616,90,0.0464481387284246,0.00395561129347788
"Incidence","Iran (Islamic Republic of)","Female","90 to 94","Major depressive disorder","Rate",2019,7280.8119134154,10118.9798771525,5117.78206386212,90,0.072808119134154,0.00627976132733954
"Incidence","Iran (Islamic Republic of)","Male","10 to 14","Bipolar disorder","Rate",2019,120.425418826552,171.423018682936,80.1791478897806,10,0.00120425418826552,0.000100409949001512
"Incidence","Iran (Islamic Republic of)","Female","10 to 14","Bipolar disorder","Rate",2019,167.048521135074,239.712192853857,114.093072719229,10,0.00167048521135074,0.000139313797228424
