measure,country,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Nigeria,Males,45 to 49,Major depressive disorder,Rate,2019,534.76,795.77,347.83
YLDs (Years Lived with Disability),Nigeria,Females,45 to 49,Major depressive disorder,Rate,2019,894.19,1327.27,585.83
YLDs (Years Lived with Disability),Nigeria,Males,50 to 54,Major depressive disorder,Rate,2019,596.78,880.9,387.54
YLDs (Years Lived with Disability),Nigeria,Females,50 to 54,Major depressive disorder,Rate,2019,979.3,1432.34,639.29
YLDs (Years Lived with Disability),Nigeria,Males,55 to 59,Major depressive disorder,Rate,2019,654.99,981.39,393.2
YLDs (Years Lived with Disability),Nigeria,Females,55 to 59,Major depressive disorder,Rate,2019,1059.85,1566.27,646.48
YLDs (Years Lived with Disability),Nigeria,Males,60 to 64,Major depressive disorder,Rate,2019,747.98,1096.06,464.64
YLDs (Years Lived with Disability),Nigeria,Females,60 to 64,Major depressive disorder,Rate,2019,1164.46,1703.89,714.59
YLDs (Years Lived with Disability),Nigeria,Males,65 to 69,Major depressive disorder,Rate,2019,896.71,1260.14,598.12
YLDs (Years Lived with Disability),Nigeria,Females,65 to 69,Major depressive disorder,Rate,2019,1308.35,1828.8,864.5
YLDs (Years Lived with Disability),Nigeria,Males,70 to 74,Major depressive disorder,Rate,2019,1036.2,1459.68,680.57
YLDs (Years Lived with Disability),Nigeria,Females,70 to 74,Major depressive disorder,Rate,2019,1448.58,2051.16,954.48
YLDs (Years Lived with Disability),Nigeria,Males,75 to 79,Major depressive disorder,Rate,2019,1172.69,1690.15,734.2
YLDs (Years Lived with Disability),Nigeria,Females,75 to 79,Major depressive disorder,Rate,2019,1551.58,2232.37,972.2
YLDs (Years Lived with Disability),Nigeria,Males,80 to 84,Major depressive disorder,Rate,2019,1261.74,1788.84,815.73
YLDs (Years Lived with Disability),Nigeria,Females,80 to 84,Major depressive disorder,Rate,2019,1621.71,2304.45,1033.65
YLDs (Years Lived with Disability),Nigeria,Males,85 to 89,Major depressive disorder,Rate,2019,1294.26,1808.7,864.79
YLDs (Years Lived with Disability),Nigeria,Females,85 to 89,Major depressive disorder,Rate,2019,1631.33,2282.69,1070.6
YLDs (Years Lived with Disability),Nigeria,Males,90 to 94,Major depressive disorder,Rate,2019,1327.11,1966.49,843.29
YLDs (Years Lived with Disability),Nigeria,Females,90 to 94,Major depressive disorder,Rate,2019,1635.35,2392.71,1055.81
YLDs (Years Lived with Disability),Nigeria,Males,95 plus,Major depressive disorder,Rate,2019,1354.23,2142.88,785.51
YLDs (Years Lived with Disability),Nigeria,Females,95 plus,Major depressive disorder,Rate,2019,1633.8,2578.73,943.17
YLDs (Years Lived with Disability),Nigeria,Males,10 to 14,All causes,Rate,2019,6671.54,9287.41,4636.55
YLDs (Years Lived with Disability),Nigeria,Females,10 to 14,All causes,Rate,2019,6796.45,9325.52,4720.23
YLDs (Years Lived with Disability),Nigeria,Males,15 to 19,All causes,Rate,2019,6622.52,8840.35,4737.67
YLDs (Years Lived with Disability),Nigeria,Females,15 to 19,All causes,Rate,2019,8252.8,11257.21,5891.96
YLDs (Years Lived with Disability),Nigeria,Males,20 to 24,All causes,Rate,2019,6985.17,9194.26,5077.55
YLDs (Years Lived with Disability),Nigeria,Females,20 to 24,All causes,Rate,2019,9167.16,12217.57,6595.96
YLDs (Years Lived with Disability),Nigeria,Males,25 to 29,All causes,Rate,2019,8028.04,10534.5,5894.64
YLDs (Years Lived with Disability),Nigeria,Females,25 to 29,All causes,Rate,2019,10726.57,14111.09,7781
YLDs (Years Lived with Disability),Nigeria,Males,30 to 34,All causes,Rate,2019,8929.28,11703.85,6589.67
YLDs (Years Lived with Disability),Nigeria,Females,30 to 34,All causes,Rate,2019,12260.48,16180.34,8923.72
YLDs (Years Lived with Disability),Nigeria,Males,35 to 39,All causes,Rate,2019,9854.23,12983.78,7332.99
YLDs (Years Lived with Disability),Nigeria,Females,35 to 39,All causes,Rate,2019,13704.09,18122.18,10138.19
YLDs (Years Lived with Disability),Nigeria,Males,40 to 44,All causes,Rate,2019,10903.55,14312.98,8132.06
YLDs (Years Lived with Disability),Nigeria,Females,40 to 44,All causes,Rate,2019,14999.39,19623.5,11101.99
YLDs (Years Lived with Disability),Nigeria,Males,45 to 49,All causes,Rate,2019,11951.37,15533.4,8800.14
YLDs (Years Lived with Disability),Nigeria,Females,45 to 49,All causes,Rate,2019,15679.35,20511.65,11559.31
YLDs (Years Lived with Disability),Nigeria,Males,50 to 54,All causes,Rate,2019,13213.87,17506.27,9698.52
YLDs (Years Lived with Disability),Nigeria,Females,50 to 54,All causes,Rate,2019,16334.94,21292.19,11931.88
YLDs (Years Lived with Disability),Nigeria,Males,55 to 59,All causes,Rate,2019,14923.11,19869.58,11103.45
YLDs (Years Lived with Disability),Nigeria,Females,55 to 59,All causes,Rate,2019,17666.68,23016.08,13121.95
YLDs (Years Lived with Disability),Nigeria,Males,60 to 64,All causes,Rate,2019,17067.8,22258.78,12694.65
YLDs (Years Lived with Disability),Nigeria,Females,60 to 64,All causes,Rate,2019,19491.22,25301.18,14539.79
YLDs (Years Lived with Disability),Nigeria,Males,65 to 69,All causes,Rate,2019,19851.37,25518.22,14840.23
YLDs (Years Lived with Disability),Nigeria,Females,65 to 69,All causes,Rate,2019,21896.53,28064.13,16579.99
YLDs (Years Lived with Disability),Nigeria,Males,70 to 74,All causes,Rate,2019,23088.99,29696.85,17471.72
YLDs (Years Lived with Disability),Nigeria,Females,70 to 74,All causes,Rate,2019,24661.23,31249.05,18542.47
YLDs (Years Lived with Disability),Nigeria,Males,75 to 79,All causes,Rate,2019,26055.6,33313.32,19613.86
YLDs (Years Lived with Disability),Nigeria,Females,75 to 79,All causes,Rate,2019,27176.63,34552.71,20489.16
YLDs (Years Lived with Disability),Nigeria,Males,80 to 84,All causes,Rate,2019,28787.46,36625.98,21778.92
YLDs (Years Lived with Disability),Nigeria,Females,80 to 84,All causes,Rate,2019,29730.3,37615.37,22442.9
YLDs (Years Lived with Disability),Nigeria,Males,85 to 89,All causes,Rate,2019,31267.69,39858.4,23536.93
YLDs (Years Lived with Disability),Nigeria,Females,85 to 89,All causes,Rate,2019,31757.29,40249.43,23987.44
YLDs (Years Lived with Disability),Nigeria,Males,90 to 94,All causes,Rate,2019,33457.47,42323.12,25328.05
YLDs (Years Lived with Disability),Nigeria,Females,90 to 94,All causes,Rate,2019,33848.76,42453.45,25816.59
YLDs (Years Lived with Disability),Nigeria,Males,95 plus,All causes,Rate,2019,36600.41,45768.95,28046.02
YLDs (Years Lived with Disability),Nigeria,Females,95 plus,All causes,Rate,2019,36915.25,45660.12,28174.67
YLDs (Years Lived with Disability),Pakistan,Males,10 to 14,Major depressive disorder,Rate,2019,66.34,117.59,32.25
YLDs (Years Lived with Disability),Pakistan,Females,10 to 14,Major depressive disorder,Rate,2019,117.52,207.92,60.65
YLDs (Years Lived with Disability),Pakistan,Males,15 to 19,Major depressive disorder,Rate,2019,221.18,350.27,123.88
YLDs (Years Lived with Disability),Pakistan,Females,15 to 19,Major depressive disorder,Rate,2019,403.57,639.51,229.11
YLDs (Years Lived with Disability),Pakistan,Males,20 to 24,Major depressive disorder,Rate,2019,371.04,588.99,206.92
YLDs (Years Lived with Disability),Pakistan,Females,20 to 24,Major depressive disorder,Rate,2019,680.25,1090.56,385.04
YLDs (Years Lived with Disability),Pakistan,Males,25 to 29,Major depressive disorder,Rate,2019,441.77,708.13,250.67
YLDs (Years Lived with Disability),Pakistan,Females,25 to 29,Major depressive disorder,Rate,2019,820.29,1286.46,478.86
YLDs (Years Lived with Disability),Pakistan,Males,30 to 34,Major depressive disorder,Rate,2019,512.21,818.42,294.07
YLDs (Years Lived with Disability),Pakistan,Females,30 to 34,Major depressive disorder,Rate,2019,940.41,1463.27,553.97
YLDs (Years Lived with Disability),Pakistan,Males,35 to 39,Major depressive disorder,Rate,2019,587.99,900.58,358.28
YLDs (Years Lived with Disability),Pakistan,Females,35 to 39,Major depressive disorder,Rate,2019,1039.5,1604.94,647.76
YLDs (Years Lived with Disability),Pakistan,Males,40 to 44,Major depressive disorder,Rate,2019,647.43,1028.71,389.79
YLDs (Years Lived with Disability),Pakistan,Females,40 to 44,Major depressive disorder,Rate,2019,1132.63,1774.37,696.3
YLDs (Years Lived with Disability),Pakistan,Males,45 to 49,Major depressive disorder,Rate,2019,690.2,1034.3,442.26
YLDs (Years Lived with Disability),Pakistan,Females,45 to 49,Major depressive disorder,Rate,2019,1220.62,1812.51,810.69
YLDs (Years Lived with Disability),Pakistan,Males,50 to 54,Major depressive disorder,Rate,2019,727.8,1086.62,469.49
YLDs (Years Lived with Disability),Pakistan,Females,50 to 54,Major depressive disorder,Rate,2019,1299.32,1890.27,852.41
YLDs (Years Lived with Disability),Pakistan,Males,55 to 59,Major depressive disorder,Rate,2019,762.77,1149.79,463.75
YLDs (Years Lived with Disability),Pakistan,Females,55 to 59,Major depressive disorder,Rate,2019,1374.23,2024.29,866.57
YLDs (Years Lived with Disability),Pakistan,Males,60 to 64,Major depressive disorder,Rate,2019,781,1170.6,469.25
YLDs (Years Lived with Disability),Pakistan,Females,60 to 64,Major depressive disorder,Rate,2019,1396.53,2069.1,862.45
YLDs (Years Lived with Disability),Pakistan,Males,65 to 69,Major depressive disorder,Rate,2019,770.44,1104.83,506.43
YLDs (Years Lived with Disability),Pakistan,Females,65 to 69,Major depressive disorder,Rate,2019,1336.78,1895.11,882.03
YLDs (Years Lived with Disability),Pakistan,Males,70 to 74,Major depressive disorder,Rate,2019,754.66,1078.47,501.43
YLDs (Years Lived with Disability),Pakistan,Females,70 to 74,Major depressive disorder,Rate,2019,1274.76,1799.09,845.57
YLDs (Years Lived with Disability),Pakistan,Males,75 to 79,Major depressive disorder,Rate,2019,743.11,1105.36,464.66
YLDs (Years Lived with Disability),Pakistan,Females,75 to 79,Major depressive disorder,Rate,2019,1220.15,1767.92,772.7
YLDs (Years Lived with Disability),Pakistan,Males,80 to 84,Major depressive disorder,Rate,2019,719.71,1071.06,439.6
YLDs (Years Lived with Disability),Pakistan,Females,80 to 84,Major depressive disorder,Rate,2019,1160.45,1705.95,726.5
YLDs (Years Lived with Disability),Pakistan,Males,85 to 89,Major depressive disorder,Rate,2019,684.66,986.35,439.91
YLDs (Years Lived with Disability),Pakistan,Females,85 to 89,Major depressive disorder,Rate,2019,1119.99,1575.68,736.71
YLDs (Years Lived with Disability),Pakistan,Males,90 to 94,Major depressive disorder,Rate,2019,657.06,969.83,416.29
YLDs (Years Lived with Disability),Pakistan,Females,90 to 94,Major depressive disorder,Rate,2019,1074.58,1594.71,680.35
YLDs (Years Lived with Disability),Pakistan,Males,95 plus,Major depressive disorder,Rate,2019,627.05,1041.99,342.17
YLDs (Years Lived with Disability),Pakistan,Females,95 plus,Major depressive disorder,Rate,2019,1025.86,1671.35,584.53
YLDs (Years Lived with Disability),Pakistan,Males,10 to 14,Bipolar disorder,Rate,2019,23.46,43.07,10.19
YLDs (Years Lived with Disability),Pakistan,Females,10 to 14,Bipolar disorder,Rate,2019,21.57,38.33,9.8
YLDs (Years Lived with Disability),Pakistan,Males,15 to 19,Bipolar disorder,Rate,2019,87.98,143.47,45.09
YLDs (Years Lived with Disability),Pakistan,Females,15 to 19,Bipolar disorder,Rate,2019,79.2,126.02,40.09
YLDs (Years Lived with Disability),Pakistan,Males,20 to 24,Bipolar disorder,Rate,2019,119.35,203.5,65.73
YLDs (Years Lived with Disability),Pakistan,Females,20 to 24,Bipolar disorder,Rate,2019,105.21,168.98,56.62
YLDs (Years Lived with Disability),Pakistan,Males,25 to 29,Bipolar disorder,Rate,2019,125.85,203.3,69.36
YLDs (Years Lived with Disability),Pakistan,Females,25 to 29,Bipolar disorder,Rate,2019,109.25,181.63,60.98
YLDs (Years Lived with Disability),Pakistan,Males,30 to 34,Bipolar disorder,Rate,2019,123.85,198.82,69.09
YLDs (Years Lived with Disability),Pakistan,Females,30 to 34,Bipolar disorder,Rate,2019,106.66,169.74,59.68
YLDs (Years Lived with Disability),Pakistan,Males,35 to 39,Bipolar disorder,Rate,2019,127.17,209.1,72.63
YLDs (Years Lived with Disability),Pakistan,Females,35 to 39,Bipolar disorder,Rate,2019,108.31,171.1,62.12
YLDs (Years Lived with Disability),Pakistan,Males,40 to 44,Bipolar disorder,Rate,2019,136.41,212.26,77.45
YLDs (Years Lived with Disability),Pakistan,Females,40 to 44,Bipolar disorder,Rate,2019,116.47,188.81,67.75
YLDs (Years Lived with Disability),Pakistan,Males,45 to 49,Bipolar disorder,Rate,2019,143.58,231.62,85.22
YLDs (Years Lived with Disability),Pakistan,Females,45 to 49,Bipolar disorder,Rate,2019,125.28,202.96,71.88
YLDs (Years Lived with Disability),Pakistan,Males,50 to 54,Bipolar disorder,Rate,2019,146.49,236.45,83.18
YLDs (Years Lived with Disability),Pakistan,Females,50 to 54,Bipolar disorder,Rate,2019,131.25,213.97,74.8
YLDs (Years Lived with Disability),Pakistan,Males,55 to 59,Bipolar disorder,Rate,2019,140.28,221.41,81.05
YLDs (Years Lived with Disability),Pakistan,Females,55 to 59,Bipolar disorder,Rate,2019,128.66,207.1,74.5
YLDs (Years Lived with Disability),Pakistan,Males,60 to 64,Bipolar disorder,Rate,2019,126.29,197.8,73.84
YLDs (Years Lived with Disability),Pakistan,Females,60 to 64,Bipolar disorder,Rate,2019,119.05,187.07,69.87
YLDs (Years Lived with Disability),Pakistan,Males,65 to 69,Bipolar disorder,Rate,2019,109.37,176.53,61.88
YLDs (Years Lived with Disability),Pakistan,Females,65 to 69,Bipolar disorder,Rate,2019,104.26,161.5,58.12
YLDs (Years Lived with Disability),Pakistan,Males,70 to 74,Bipolar disorder,Rate,2019,89.6,140.56,50.65
YLDs (Years Lived with Disability),Pakistan,Females,70 to 74,Bipolar disorder,Rate,2019,86.7,136.71,50.16
YLDs (Years Lived with Disability),Pakistan,Males,75 to 79,Bipolar disorder,Rate,2019,70.66,112.28,40.05
YLDs (Years Lived with Disability),Pakistan,Females,75 to 79,Bipolar disorder,Rate,2019,68.25,109.54,38.3
YLDs (Years Lived with Disability),Pakistan,Males,80 to 84,Bipolar disorder,Rate,2019,53.55,86.53,30.09
YLDs (Years Lived with Disability),Pakistan,Females,80 to 84,Bipolar disorder,Rate,2019,51.62,82.81,28.66
YLDs (Years Lived with Disability),Pakistan,Males,85 to 89,Bipolar disorder,Rate,2019,42.82,69.53,23.03
YLDs (Years Lived with Disability),Pakistan,Females,85 to 89,Bipolar disorder,Rate,2019,41.17,65.66,22.5
YLDs (Years Lived with Disability),Pakistan,Males,90 to 94,Bipolar disorder,Rate,2019,36.69,59.97,19.61
YLDs (Years Lived with Disability),Pakistan,Females,90 to 94,Bipolar disorder,Rate,2019,34.97,57.4,18.37
YLDs (Years Lived with Disability),Pakistan,Males,95 plus,Bipolar disorder,Rate,2019,33.16,57.02,17.32
YLDs (Years Lived with Disability),Pakistan,Females,95 plus,Bipolar disorder,Rate,2019,31.4,54.58,15.66
YLDs (Years Lived with Disability),Pakistan,Males,10 to 14,Anxiety disorders,Rate,2019,148.69,230.22,92.01
YLDs (Years Lived with Disability),Pakistan,Females,10 to 14,Anxiety disorders,Rate,2019,243.44,365.55,149.43
YLDs (Years Lived with Disability),Pakistan,Males,15 to 19,Anxiety disorders,Rate,2019,242.28,356.37,155.45
YLDs (Years Lived with Disability),Pakistan,Females,15 to 19,Anxiety disorders,Rate,2019,359.94,526.4,235.71
YLDs (Years Lived with Disability),Pakistan,Males,20 to 24,Anxiety disorders,Rate,2019,319.54,490.22,194.13
YLDs (Years Lived with Disability),Pakistan,Females,20 to 24,Anxiety disorders,Rate,2019,438.51,662.89,266.16
YLDs (Years Lived with Disability),Pakistan,Males,25 to 29,Anxiety disorders,Rate,2019,368.38,549.52,229.41
YLDs (Years Lived with Disability),Pakistan,Females,25 to 29,Anxiety disorders,Rate,2019,490.59,744.02,299.99
YLDs (Years Lived with Disability),Pakistan,Males,30 to 34,Anxiety disorders,Rate,2019,398.22,579.13,257.31
YLDs (Years Lived with Disability),Pakistan,Females,30 to 34,Anxiety disorders,Rate,2019,525.19,765.85,345.8
YLDs (Years Lived with Disability),Pakistan,Males,35 to 39,Anxiety disorders,Rate,2019,418.6,599.09,274.95
YLDs (Years Lived with Disability),Pakistan,Females,35 to 39,Anxiety disorders,Rate,2019,555.98,775.84,371.3
YLDs (Years Lived with Disability),Pakistan,Males,40 to 44,Anxiety disorders,Rate,2019,430.41,630.08,275.8
YLDs (Years Lived with Disability),Pakistan,Females,40 to 44,Anxiety disorders,Rate,2019,573.38,816.42,377.92
YLDs (Years Lived with Disability),Pakistan,Males,45 to 49,Anxiety disorders,Rate,2019,427.22,619.95,274.89
YLDs (Years Lived with Disability),Pakistan,Females,45 to 49,Anxiety disorders,Rate,2019,566.44,811.64,373.4
YLDs (Years Lived with Disability),Pakistan,Males,50 to 54,Anxiety disorders,Rate,2019,417.6,586.17,281.72
YLDs (Years Lived with Disability),Pakistan,Females,50 to 54,Anxiety disorders,Rate,2019,543.66,765.85,364.77
YLDs (Years Lived with Disability),Pakistan,Males,55 to 59,Anxiety disorders,Rate,2019,401.98,563.82,270.54
YLDs (Years Lived with Disability),Pakistan,Females,55 to 59,Anxiety disorders,Rate,2019,510.4,703.84,347.37
YLDs (Years Lived with Disability),Pakistan,Males,60 to 64,Anxiety disorders,Rate,2019,383.77,549.15,248.7
YLDs (Years Lived with Disability),Pakistan,Females,60 to 64,Anxiety disorders,Rate,2019,474,685.92,306.84
YLDs (Years Lived with Disability),Pakistan,Males,65 to 69,Anxiety disorders,Rate,2019,361.45,525.35,232.87
YLDs (Years Lived with Disability),Pakistan,Females,65 to 69,Anxiety disorders,Rate,2019,442.35,640.99,281.27
YLDs (Years Lived with Disability),Pakistan,Males,70 to 74,Anxiety disorders,Rate,2019,335.45,483.88,220.48
YLDs (Years Lived with Disability),Pakistan,Females,70 to 74,Anxiety disorders,Rate,2019,415.32,593.09,265.93
YLDs (Years Lived with Disability),Pakistan,Males,75 to 79,Anxiety disorders,Rate,2019,307,436.55,203.08
YLDs (Years Lived with Disability),Pakistan,Females,75 to 79,Anxiety disorders,Rate,2019,387.75,552.18,262.52
YLDs (Years Lived with Disability),Pakistan,Males,80 to 84,Anxiety disorders,Rate,2019,273.17,392.2,179.5
YLDs (Years Lived with Disability),Pakistan,Females,80 to 84,Anxiety disorders,Rate,2019,356.31,511.77,235.24
YLDs (Years Lived with Disability),Pakistan,Males,85 to 89,Anxiety disorders,Rate,2019,231.73,335.63,146.02
YLDs (Years Lived with Disability),Pakistan,Females,85 to 89,Anxiety disorders,Rate,2019,318.72,457.09,204
YLDs (Years Lived with Disability),Pakistan,Males,90 to 94,Anxiety disorders,Rate,2019,184.51,265.37,116.9
YLDs (Years Lived with Disability),Pakistan,Females,90 to 94,Anxiety disorders,Rate,2019,273.18,392.05,170.26
YLDs (Years Lived with Disability),Pakistan,Males,95 plus,Anxiety disorders,Rate,2019,135.87,206.84,78.31
YLDs (Years Lived with Disability),Pakistan,Females,95 plus,Anxiety disorders,Rate,2019,222.02,330.59,134.61
YLDs (Years Lived with Disability),Mozambique,Males,10 to 14,Major depressive disorder,Rate,2019,137.61,262.4,68.24
YLDs (Years Lived with Disability),Mozambique,Females,10 to 14,Major depressive disorder,Rate,2019,205.29,383.91,98.84
YLDs (Years Lived with Disability),Mozambique,Males,15 to 19,Major depressive disorder,Rate,2019,436.82,727.98,244.79
YLDs (Years Lived with Disability),Mozambique,Females,15 to 19,Major depressive disorder,Rate,2019,589.96,966.6,330.71
YLDs (Years Lived with Disability),Mozambique,Males,20 to 24,Major depressive disorder,Rate,2019,672.97,1118.23,356.7
YLDs (Years Lived with Disability),Mozambique,Females,20 to 24,Major depressive disorder,Rate,2019,811.74,1335.49,437.4
YLDs (Years Lived with Disability),Mozambique,Males,25 to 29,Major depressive disorder,Rate,2019,704.5,1123.85,400.03
YLDs (Years Lived with Disability),Mozambique,Females,25 to 29,Major depressive disorder,Rate,2019,827.09,1294.34,461.61
YLDs (Years Lived with Disability),Mozambique,Males,30 to 34,Major depressive disorder,Rate,2019,745.99,1168.18,429.34
YLDs (Years Lived with Disability),Mozambique,Females,30 to 34,Major depressive disorder,Rate,2019,855.19,1361.37,463.55
YLDs (Years Lived with Disability),Mozambique,Males,35 to 39,Major depressive disorder,Rate,2019,816.21,1257.59,478.88
YLDs (Years Lived with Disability),Mozambique,Females,35 to 39,Major depressive disorder,Rate,2019,921.27,1424.33,544.94
YLDs (Years Lived with Disability),Mozambique,Males,40 to 44,Major depressive disorder,Rate,2019,890.09,1415.31,510.8
YLDs (Years Lived with Disability),Mozambique,Females,40 to 44,Major depressive disorder,Rate,2019,1028.4,1651.69,609.31
YLDs (Years Lived with Disability),Mozambique,Males,45 to 49,Major depressive disorder,Rate,2019,969.78,1490.88,585.7
YLDs (Years Lived with Disability),Mozambique,Females,45 to 49,Major depressive disorder,Rate,2019,1210.46,1854.2,752.06
YLDs (Years Lived with Disability),Mozambique,Males,50 to 54,Major depressive disorder,Rate,2019,1043.15,1547.91,665.78
YLDs (Years Lived with Disability),Mozambique,Females,50 to 54,Major depressive disorder,Rate,2019,1384.59,2088.64,863.03
YLDs (Years Lived with Disability),Mozambique,Males,55 to 59,Major depressive disorder,Rate,2019,1106.6,1697.56,685.45
YLDs (Years Lived with Disability),Mozambique,Females,55 to 59,Major depressive disorder,Rate,2019,1548.75,2376.72,960.74
YLDs (Years Lived with Disability),Mozambique,Males,60 to 64,Major depressive disorder,Rate,2019,1179.78,1788.29,722.37
YLDs (Years Lived with Disability),Mozambique,Females,60 to 64,Major depressive disorder,Rate,2019,1660.15,2484.46,1018.39
YLDs (Years Lived with Disability),Mozambique,Males,65 to 69,Major depressive disorder,Rate,2019,1256.34,1835.52,817.03
YLDs (Years Lived with Disability),Mozambique,Females,65 to 69,Major depressive disorder,Rate,2019,1674.29,2445.06,1093.18
YLDs (Years Lived with Disability),Mozambique,Males,70 to 74,Major depressive disorder,Rate,2019,1319.09,1947.5,846.27
YLDs (Years Lived with Disability),Mozambique,Females,70 to 74,Major depressive disorder,Rate,2019,1682.67,2484.81,1078.78
YLDs (Years Lived with Disability),Mozambique,Males,75 to 79,Major depressive disorder,Rate,2019,1382.75,2099.63,842.56
YLDs (Years Lived with Disability),Mozambique,Females,75 to 79,Major depressive disorder,Rate,2019,1688.65,2582.16,1038.85
YLDs (Years Lived with Disability),Mozambique,Males,80 to 84,Major depressive disorder,Rate,2019,1414.22,2140.86,860.56
YLDs (Years Lived with Disability),Mozambique,Females,80 to 84,Major depressive disorder,Rate,2019,1662.01,2583.34,984.71
YLDs (Years Lived with Disability),Mozambique,Males,85 to 89,Major depressive disorder,Rate,2019,1398.29,2063.8,886.96
YLDs (Years Lived with Disability),Mozambique,Females,85 to 89,Major depressive disorder,Rate,2019,1588.25,2345.24,989.7
YLDs (Years Lived with Disability),Mozambique,Males,90 to 94,Major depressive disorder,Rate,2019,1391.05,2094.64,820.27
YLDs (Years Lived with Disability),Mozambique,Females,90 to 94,Major depressive disorder,Rate,2019,1515.93,2301.14,902.11
YLDs (Years Lived with Disability),Mozambique,Males,95 plus,Major depressive disorder,Rate,2019,1373.3,2238.73,734.17
YLDs (Years Lived with Disability),Mozambique,Females,95 plus,Major depressive disorder,Rate,2019,1429.41,2406.76,753.75
YLDs (Years Lived with Disability),Mozambique,Males,10 to 14,Bipolar disorder,Rate,2019,41.14,81.41,14.21
YLDs (Years Lived with Disability),Mozambique,Females,10 to 14,Bipolar disorder,Rate,2019,43.42,83.04,15.66
YLDs (Years Lived with Disability),Mozambique,Males,15 to 19,Bipolar disorder,Rate,2019,147.73,263.99,66.64
YLDs (Years Lived with Disability),Mozambique,Females,15 to 19,Bipolar disorder,Rate,2019,150.81,271.88,69.86
YLDs (Years Lived with Disability),Mozambique,Males,20 to 24,Bipolar disorder,Rate,2019,186.36,329.97,92.61
YLDs (Years Lived with Disability),Mozambique,Females,20 to 24,Bipolar disorder,Rate,2019,185.55,327.91,93.88
YLDs (Years Lived with Disability),Mozambique,Males,25 to 29,Bipolar disorder,Rate,2019,189.64,325.43,94.77
YLDs (Years Lived with Disability),Mozambique,Females,25 to 29,Bipolar disorder,Rate,2019,183.62,313.09,93.42
YLDs (Years Lived with Disability),Mozambique,Males,30 to 34,Bipolar disorder,Rate,2019,178.66,308.62,92.97
YLDs (Years Lived with Disability),Mozambique,Females,30 to 34,Bipolar disorder,Rate,2019,174.58,299.21,90.64
YLDs (Years Lived with Disability),Mozambique,Males,35 to 39,Bipolar disorder,Rate,2019,179.45,301.43,94.69
YLDs (Years Lived with Disability),Mozambique,Females,35 to 39,Bipolar disorder,Rate,2019,173.82,294.58,88.54
YLDs (Years Lived with Disability),Mozambique,Males,40 to 44,Bipolar disorder,Rate,2019,182.71,314.07,95.01
YLDs (Years Lived with Disability),Mozambique,Females,40 to 44,Bipolar disorder,Rate,2019,178.67,297.43,94.73
YLDs (Years Lived with Disability),Mozambique,Males,45 to 49,Bipolar disorder,Rate,2019,183.72,326.09,96.43
YLDs (Years Lived with Disability),Mozambique,Females,45 to 49,Bipolar disorder,Rate,2019,181.25,305.63,93.69
YLDs (Years Lived with Disability),Mozambique,Males,50 to 54,Bipolar disorder,Rate,2019,180.39,309.14,94.7
YLDs (Years Lived with Disability),Mozambique,Females,50 to 54,Bipolar disorder,Rate,2019,183.1,313.38,92.69
YLDs (Years Lived with Disability),Mozambique,Males,55 to 59,Bipolar disorder,Rate,2019,171.04,287.2,93.22
YLDs (Years Lived with Disability),Mozambique,Females,55 to 59,Bipolar disorder,Rate,2019,175.06,295.99,93.7
YLDs (Years Lived with Disability),Mozambique,Males,60 to 64,Bipolar disorder,Rate,2019,158.61,268.19,85.82
YLDs (Years Lived with Disability),Mozambique,Females,60 to 64,Bipolar disorder,Rate,2019,162.83,274.8,85.72
YLDs (Years Lived with Disability),Mozambique,Males,65 to 69,Bipolar disorder,Rate,2019,140.61,234.08,73.32
YLDs (Years Lived with Disability),Mozambique,Females,65 to 69,Bipolar disorder,Rate,2019,143.86,245.48,76.61
YLDs (Years Lived with Disability),Mozambique,Males,70 to 74,Bipolar disorder,Rate,2019,116.99,197.59,59.07
YLDs (Years Lived with Disability),Mozambique,Females,70 to 74,Bipolar disorder,Rate,2019,119.6,196.14,61.84
YLDs (Years Lived with Disability),Mozambique,Males,75 to 79,Bipolar disorder,Rate,2019,92.7,159.15,47.44
YLDs (Years Lived with Disability),Mozambique,Females,75 to 79,Bipolar disorder,Rate,2019,95.89,159.73,48.36
YLDs (Years Lived with Disability),Mozambique,Males,80 to 84,Bipolar disorder,Rate,2019,71.88,120.06,35.95
YLDs (Years Lived with Disability),Mozambique,Females,80 to 84,Bipolar disorder,Rate,2019,72.67,125.43,35.2
YLDs (Years Lived with Disability),Mozambique,Males,85 to 89,Bipolar disorder,Rate,2019,56.33,95.01,25.85
YLDs (Years Lived with Disability),Mozambique,Females,85 to 89,Bipolar disorder,Rate,2019,56.66,96.85,27.78
YLDs (Years Lived with Disability),Mozambique,Males,90 to 94,Bipolar disorder,Rate,2019,45.22,78.66,20.29
YLDs (Years Lived with Disability),Mozambique,Females,90 to 94,Bipolar disorder,Rate,2019,45.34,81.26,21.52
YLDs (Years Lived with Disability),Mozambique,Males,95 plus,Bipolar disorder,Rate,2019,38.35,68.36,17.61
YLDs (Years Lived with Disability),Mozambique,Females,95 plus,Bipolar disorder,Rate,2019,37.68,68.28,16.47
YLDs (Years Lived with Disability),Mozambique,Males,10 to 14,Anxiety disorders,Rate,2019,254.53,427.1,133.71
YLDs (Years Lived with Disability),Mozambique,Females,10 to 14,Anxiety disorders,Rate,2019,353.73,591.65,189.64
