measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Suriname,Female,45 to 49,Self-harm,Rate,2019,11.92344735436503,17.806927632531135,7.490455103595893
Deaths,Suriname,Male,50 to 54,Self-harm,Number,2019,11.347204533972825,16.633437609254614,7.450542545220247
Deaths,Suriname,Female,50 to 54,Self-harm,Number,2019,2.1845105364894324,3.2231413750874047,1.3812347163917964
Deaths,Suriname,Male,50 to 54,Self-harm,Percent,2019,0.06262299672860376,0.08671811129518102,0.04341814528036773
Deaths,Suriname,Female,50 to 54,Self-harm,Percent,2019,0.022420312565403402,0.03282672077876226,0.01468921405136164
Deaths,Suriname,Male,50 to 54,Self-harm,Rate,2019,62.24684650616602,91.24529611088795,40.871104139480096
Deaths,Suriname,Female,50 to 54,Self-harm,Rate,2019,11.682576616049188,17.23708603361955,7.386725826887398
Deaths,Suriname,Male,55 to 59,Self-harm,Number,2019,8.714339634259844,13.247261105974388,5.69427040550028
Deaths,Suriname,Female,55 to 59,Self-harm,Number,2019,2.463249670959583,3.5923795877377542,1.5975721499282802
Deaths,Suriname,Male,55 to 59,Self-harm,Percent,2019,0.039522535116070685,0.055940897702546316,0.027746673876980515
Deaths,Suriname,Female,55 to 59,Self-harm,Percent,2019,0.017957067523267443,0.025628618819589367,0.011919073462515738
Deaths,Suriname,Male,55 to 59,Self-harm,Rate,2019,55.40989505961393,84.23235477574903,36.20686579272103
Deaths,Suriname,Female,55 to 59,Self-harm,Rate,2019,15.254794988725987,22.247446037930526,9.893692837624666
Deaths,Suriname,Male,60 to 64,Self-harm,Number,2019,6.952085441857725,10.419887735559415,4.597130897498058
Deaths,Suriname,Female,60 to 64,Self-harm,Number,2019,1.9467411280912723,2.8833053279698744,1.246923812469492
Deaths,Suriname,Male,60 to 64,Self-harm,Percent,2019,0.030224937115885604,0.043643177967498094,0.021180476362214044
Deaths,Suriname,Female,60 to 64,Self-harm,Percent,2019,0.01243988346939873,0.017865177206033967,0.008200645320625748
Deaths,Suriname,Male,60 to 64,Self-harm,Rate,2019,60.3050857292118,90.38614793171473,39.87729656095071
Deaths,Suriname,Female,60 to 64,Self-harm,Rate,2019,15.7337038925514,23.30308411708188,10.077729267065886
Deaths,Suriname,Male,65 to 69,Self-harm,Number,2019,5.144337781449817,7.636618949741406,3.4134041915804727
Deaths,Suriname,Female,65 to 69,Self-harm,Number,2019,1.581788456214527,2.361946545717257,0.992796419731655
Deaths,Suriname,Male,65 to 69,Self-harm,Percent,2019,0.021722651894594113,0.03174743680687604,0.014691076245488077
Deaths,Suriname,Female,65 to 69,Self-harm,Percent,2019,0.009806567988205513,0.014406629082833548,0.00630037482645587
Deaths,Suriname,Male,65 to 69,Self-harm,Rate,2019,66.32236709059056,98.45361382412365,44.006644866690486
Deaths,Suriname,Female,65 to 69,Self-harm,Rate,2019,17.434327068078066,26.033157868593655,10.942510944251772
Deaths,Suriname,Male,70 to 74,Self-harm,Number,2019,3.601843186231882,5.417409844505216,2.3969718970059235
Deaths,Suriname,Female,70 to 74,Self-harm,Number,2019,1.305197740556996,1.9494248087413366,0.8564648825200698
Deaths,Suriname,Male,70 to 74,Self-harm,Percent,2019,0.016130702099360548,0.024382062101919677,0.01117072627237421
Deaths,Suriname,Female,70 to 74,Self-harm,Percent,2019,0.006673679250201725,0.009647640315833293,0.004417965110094644
Deaths,Suriname,Male,70 to 74,Self-harm,Rate,2019,65.6172372464796,98.6926550237181,43.66727408905475
Deaths,Suriname,Female,70 to 74,Self-harm,Rate,2019,18.78192223508098,28.052412307496247,12.324612831236548
Deaths,Suriname,Male,75 to 79,Self-harm,Number,2019,3.3993569174473692,4.948505551309777,2.305682187060404
Deaths,Suriname,Female,75 to 79,Self-harm,Number,2019,1.0131507207941248,1.5235811912881474,0.6617347601765594
Deaths,Suriname,Male,75 to 79,Self-harm,Percent,2019,0.014127632324983356,0.02019302148413279,0.009808792283259513
Deaths,Suriname,Female,75 to 79,Self-harm,Percent,2019,0.004348306276014913,0.006420075968368543,0.0028546324346504955
Deaths,Suriname,Male,75 to 79,Self-harm,Rate,2019,87.6506066844066,127.59457870612687,59.450786553190014
Deaths,Suriname,Female,75 to 79,Self-harm,Rate,2019,19.97004677619404,30.031057603655807,13.043344729401563
Deaths,Suriname,Male,80 to 84,Self-harm,Number,2019,2.6273352198926543,3.8044352612129284,1.7302114791819188
Deaths,Suriname,Female,80 to 84,Self-harm,Number,2019,0.6372793085505384,0.9947566327188511,0.38753896670504473
Deaths,Suriname,Male,80 to 84,Self-harm,Percent,2019,0.012461435009278696,0.017721524721691036,0.008193792513066985
Deaths,Suriname,Female,80 to 84,Self-harm,Percent,2019,0.0026857663687487915,0.004235605972094991,0.0016574179476376587
Deaths,Suriname,Male,80 to 84,Self-harm,Rate,2019,112.48361419187952,162.87857936823994,74.07522230932221
Deaths,Suriname,Female,80 to 84,Self-harm,Rate,2019,19.290449026609256,30.111290073091535,11.730807171586727
Deaths,Suriname,Male,85 to 89,Self-harm,Number,2019,1.6261404037670653,2.352741108841896,1.062688180988638
Deaths,Suriname,Female,85 to 89,Self-harm,Number,2019,0.3366637288243093,0.5368275014033863,0.1972996327638304
Deaths,Suriname,Male,85 to 89,Self-harm,Percent,2019,0.01081192462629567,0.01545601033140304,0.0071536768086082475
Deaths,Suriname,Female,85 to 89,Self-harm,Percent,2019,0.0018795502691553163,0.0030199883855108797,0.0011180063017227093
Deaths,Suriname,Male,85 to 89,Self-harm,Rate,2019,150.5508980088193,217.8208510764922,98.38551430157787
Deaths,Suriname,Female,85 to 89,Self-harm,Rate,2019,19.05066445604617,30.377256961205248,11.16452049708737
Deaths,Romania,Male,10 to 14,Self-harm,Number,2019,8.757957614671392,12.457041439118427,5.785272294560209
Deaths,Romania,Female,10 to 14,Self-harm,Number,2019,2.0521049791211268,2.952707257603484,1.353058883891804
Deaths,Romania,Male,10 to 14,Self-harm,Percent,2019,0.06342567640827197,0.08807904181531051,0.043365797385606066
Deaths,Romania,Female,10 to 14,Self-harm,Percent,2019,0.023330223436758675,0.03286192014460079,0.015611997523008733
Deaths,Romania,Male,10 to 14,Self-harm,Rate,2019,1.547052829728918,2.2004789308587758,1.0219416749697878
Deaths,Romania,Female,10 to 14,Self-harm,Rate,2019,0.3832042585760051,0.5513801715575611,0.25266637510596424
Deaths,Romania,Male,15 to 19,Self-harm,Number,2019,42.22908442337628,54.43543241915761,31.555645567572203
Deaths,Romania,Female,15 to 19,Self-harm,Number,2019,9.475693236820485,12.544086398309398,6.854643647586255
Deaths,Romania,Male,15 to 19,Self-harm,Percent,2019,0.13489192042929513,0.16609662852448256,0.1073201490137178
Deaths,Romania,Female,15 to 19,Self-harm,Percent,2019,0.07338963001766455,0.09319722057445518,0.054430493954251175
Deaths,Romania,Male,15 to 19,Self-harm,Rate,2019,7.988585748977402,10.297692351160313,5.969463556291204
Deaths,Romania,Female,15 to 19,Self-harm,Rate,2019,1.8985870842191086,2.5133823799418566,1.3734233022299325
Deaths,Romania,Male,20 to 24,Self-harm,Number,2019,64.63225505992209,84.76592618409826,48.95835607446088
Deaths,Romania,Female,20 to 24,Self-harm,Number,2019,8.180957595513823,11.344454458402703,5.642525316873034
Deaths,Romania,Male,20 to 24,Self-harm,Percent,2019,0.1487136443008918,0.18136248118480225,0.11997483612677408
Deaths,Romania,Female,20 to 24,Self-harm,Percent,2019,0.05728667703605285,0.0748681148695945,0.043792513595906274
Deaths,Romania,Male,20 to 24,Self-harm,Rate,2019,12.792388471001605,16.77736071325218,9.690120037208546
Deaths,Romania,Female,20 to 24,Self-harm,Rate,2019,1.708077406934191,2.3685743543050983,1.1780858046605855
Deaths,Romania,Male,25 to 29,Self-harm,Number,2019,79.83318060024966,101.97507993044424,62.49083044898998
Deaths,Romania,Female,25 to 29,Self-harm,Number,2019,11.04604555274929,15.88461593064375,7.484811010539715
Deaths,Romania,Male,25 to 29,Self-harm,Percent,2019,0.14242539752734207,0.1738055271135616,0.11487276061643692
Deaths,Romania,Female,25 to 29,Self-harm,Percent,2019,0.05408651835184903,0.07038891402544512,0.04086477645974983
Deaths,Romania,Male,25 to 29,Self-harm,Rate,2019,15.150934728378019,19.353078110262064,11.859661435709135
Deaths,Romania,Female,25 to 29,Self-harm,Rate,2019,2.2190588931261512,3.191087532317398,1.503636424183742
Deaths,Romania,Male,30 to 34,Self-harm,Number,2019,110.59789034889708,139.01050621949392,85.6745336639859
Deaths,Romania,Female,30 to 34,Self-harm,Number,2019,15.216350769003729,20.950416637895902,10.588529239688897
Deaths,Romania,Male,30 to 34,Self-harm,Percent,2019,0.1274507978196523,0.15168901158976542,0.10343067175883736
Deaths,Romania,Female,30 to 34,Self-harm,Percent,2019,0.04479956082430464,0.05684539236867715,0.035038267137681
Deaths,Romania,Male,30 to 34,Self-harm,Rate,2019,16.609903715809374,20.876990659657167,12.866843576911537
Deaths,Romania,Female,30 to 34,Self-harm,Rate,2019,2.395844941366931,3.29868511073492,1.667185161576387
Deaths,Romania,Male,35 to 39,Self-harm,Number,2019,122.43610516633547,158.03289362915638,94.6192622374483
Deaths,Romania,Female,35 to 39,Self-harm,Number,2019,18.20134034356376,25.022388028022892,13.314337728460343
Deaths,Romania,Male,35 to 39,Self-harm,Percent,2019,0.09438900537966469,0.11198009779627209,0.07722334498804193
Deaths,Romania,Female,35 to 39,Self-harm,Percent,2019,0.0340505385059754,0.04288969466881179,0.026758116249752287
Deaths,Romania,Male,35 to 39,Self-harm,Rate,2019,18.768546563567366,24.22527014089986,14.50443091685523
Deaths,Romania,Female,35 to 39,Self-harm,Rate,2019,2.899822629775785,3.9865463578537894,2.1212293774353554
Deaths,Romania,Male,40 to 44,Self-harm,Number,2019,178.5571306268443,230.90029155036902,133.82250206942194
Deaths,Romania,Female,40 to 44,Self-harm,Number,2019,26.942209951399214,36.42895607559423,18.82244637065589
Deaths,Romania,Male,40 to 44,Self-harm,Percent,2019,0.06726618300643446,0.08133409136797198,0.054797690790540476
Deaths,Romania,Female,40 to 44,Self-harm,Percent,2019,0.025338663726708937,0.031430299021452376,0.02000211409957577
Deaths,Romania,Male,40 to 44,Self-harm,Rate,2019,22.52144623568374,29.123499485567617,16.879058679430035
Deaths,Romania,Female,40 to 44,Self-harm,Rate,2019,3.5525517673777762,4.803457196849537,2.4818942188138644
Deaths,Romania,Male,45 to 49,Self-harm,Number,2019,215.29752668382716,286.55818919218683,159.1811434317419
Deaths,Romania,Female,45 to 49,Self-harm,Number,2019,34.757284474282635,47.269309035476645,24.928407608105587
Deaths,Romania,Male,45 to 49,Self-harm,Percent,2019,0.04662163908774619,0.056612190137476454,0.03813074917332241
Deaths,Romania,Female,45 to 49,Self-harm,Percent,2019,0.019950244072037545,0.024509930140051095,0.01576717012979075
Deaths,Romania,Male,45 to 49,Self-harm,Rate,2019,28.215334860908442,37.55424128520873,20.861128015021826
Deaths,Romania,Female,45 to 49,Self-harm,Rate,2019,4.783423733973356,6.505373999977517,3.4307379994258174
Deaths,Romania,Male,50 to 54,Self-harm,Number,2019,226.70940798910814,298.41089336268976,167.70948895394872
Deaths,Romania,Female,50 to 54,Self-harm,Number,2019,34.59091202772351,46.05921526989243,24.77267630450611
Deaths,Romania,Male,50 to 54,Self-harm,Percent,2019,0.031164772426557203,0.03756866002423508,0.025527104439209473
Deaths,Romania,Female,50 to 54,Self-harm,Percent,2019,0.012545846441003617,0.01566994891754656,0.009917467459189238
Deaths,Romania,Male,50 to 54,Self-harm,Rate,2019,31.694392146362055,41.718391657737136,23.446094966768232
Deaths,Romania,Female,50 to 54,Self-harm,Rate,2019,4.996099423666374,6.652510887252802,3.5780136039321913
Deaths,Romania,Male,55 to 59,Self-harm,Number,2019,174.37623202442762,230.9557550914015,127.2332434643136
Deaths,Romania,Female,55 to 59,Self-harm,Number,2019,27.38678711124088,37.317678393151375,19.454818465762887
Deaths,Romania,Male,55 to 59,Self-harm,Percent,2019,0.02029546242487138,0.024747563134336164,0.01664225816870885
Deaths,Romania,Female,55 to 59,Self-harm,Percent,2019,0.007995710769512731,0.01014958776841076,0.006323422223527092
Deaths,Romania,Male,55 to 59,Self-harm,Rate,2019,32.65223824125565,43.24684764020541,23.824635557112334
Deaths,Romania,Female,55 to 59,Self-harm,Rate,2019,4.922481728746422,6.707453097852614,3.4967952993101985
Deaths,Romania,Male,60 to 64,Self-harm,Number,2019,177.52778306072443,228.39726125277,132.5581328384606
Deaths,Romania,Female,60 to 64,Self-harm,Number,2019,38.96569002790756,51.47434161180419,27.84991152909569
Deaths,Romania,Male,60 to 64,Self-harm,Percent,2019,0.012743135747882465,0.015316309562437628,0.010464547643817749
Deaths,Romania,Female,60 to 64,Self-harm,Percent,2019,0.005913899002703965,0.007337293651680073,0.004640872924155665
Deaths,Romania,Male,60 to 64,Self-harm,Rate,2019,28.25182397503274,36.347207800627295,21.095340519912863
Deaths,Romania,Female,60 to 64,Self-harm,Rate,2019,5.369011483854879,7.092555811015025,3.837388603075298
Deaths,Romania,Male,65 to 69,Self-harm,Number,2019,148.13247971194613,192.47644902106032,111.50517082333224
Deaths,Romania,Female,65 to 69,Self-harm,Number,2019,37.544752899409744,49.13660493691588,27.66890080193395
Deaths,Romania,Male,65 to 69,Self-harm,Percent,2019,0.00880459988325249,0.010727987260756308,0.007214641123486312
Deaths,Romania,Female,65 to 69,Self-harm,Percent,2019,0.0038457695373584847,0.004786048141688763,0.003049235388339222
Deaths,Romania,Male,65 to 69,Self-harm,Rate,2019,26.879734056640746,34.92627526328678,20.23343795702192
Deaths,Romania,Female,65 to 69,Self-harm,Rate,2019,5.412924456078102,7.084151845779275,3.9890972308394694
Deaths,Romania,Male,70 to 74,Self-harm,Number,2019,103.33430120555323,132.10520190279277,79.20398210504587
Deaths,Romania,Female,70 to 74,Self-harm,Number,2019,30.42939032546513,40.648588515713726,22.61826202731459
Deaths,Romania,Male,70 to 74,Self-harm,Percent,2019,0.006403954010637192,0.007764271423249745,0.0052613878630216274
Deaths,Romania,Female,70 to 74,Self-harm,Percent,2019,0.002518412116360795,0.0031325860482231175,0.0019814949190382
Deaths,Romania,Male,70 to 74,Self-harm,Rate,2019,28.400802966268355,36.30830969280015,21.768731811856167
Deaths,Romania,Female,70 to 74,Self-harm,Rate,2019,6.078740538770657,8.120183158829022,4.518347059583184
Deaths,Romania,Male,75 to 79,Self-harm,Number,2019,72.25844116132882,92.972505593935,55.205438508305804
Deaths,Romania,Female,75 to 79,Self-harm,Number,2019,23.01765096842714,29.515039304137254,17.475436375258525
Deaths,Romania,Male,75 to 79,Self-harm,Percent,2019,0.004249616897442547,0.005147911717367432,0.0034520359791408704
Deaths,Romania,Female,75 to 79,Self-harm,Percent,2019,0.0013369968536780593,0.001655542960188064,0.001054383575126536
Deaths,Romania,Male,75 to 79,Self-harm,Rate,2019,28.612680128525255,36.814973040554094,21.860083445011796
Deaths,Romania,Female,75 to 79,Self-harm,Rate,2019,5.759268940499391,7.384986824898053,4.372546011569705
Deaths,Romania,Male,80 to 84,Self-harm,Number,2019,51.91210853773817,66.00627274283474,40.09160836397856
Deaths,Romania,Female,80 to 84,Self-harm,Number,2019,23.253062188042264,30.283959399153293,17.45935679484526
Deaths,Romania,Male,80 to 84,Self-harm,Percent,2019,0.0026386756306718065,0.0032441538013415227,0.0021288836374551844
Deaths,Romania,Female,80 to 84,Self-harm,Percent,2019,0.0008544481250042728,0.0010589847901830158,0.0006655647065070059
Deaths,Romania,Male,80 to 84,Self-harm,Rate,2019,27.332464488389586,34.75324267445162,21.108802796832233
Deaths,Romania,Female,80 to 84,Self-harm,Rate,2019,6.7211798737535196,8.753425108708011,5.046538668723855
Deaths,Romania,Male,85 to 89,Self-harm,Number,2019,33.06317141398567,41.76011344787632,25.47297755972975
Deaths,Romania,Female,85 to 89,Self-harm,Number,2019,12.92471882179953,16.851016207576127,9.898563982686188
Deaths,Romania,Male,85 to 89,Self-harm,Percent,2019,0.0022284244339896993,0.002734577058053722,0.0017638322073174006
Deaths,Romania,Female,85 to 89,Self-harm,Percent,2019,0.0005175059603429899,0.0006544578725049906,0.00041192886027729
Deaths,Romania,Male,85 to 89,Self-harm,Rate,2019,34.99272853765119,44.19722159396133,26.959573164728397
Deaths,Romania,Female,85 to 89,Self-harm,Rate,2019,6.976860420139824,9.096305276636059,5.343319279839417
Deaths,Kiribati,Male,10 to 14,Self-harm,Number,2019,0.4362684037247783,0.7250810786737245,0.23588608924218665
Deaths,Kiribati,Female,10 to 14,Self-harm,Number,2019,0.13543607731415808,0.2327272617416494,0.0686537252590811
Deaths,Kiribati,Male,10 to 14,Self-harm,Percent,2019,0.08510758664557085,0.13816928045701263,0.04804144014365152
Deaths,Kiribati,Female,10 to 14,Self-harm,Percent,2019,0.03593827855022352,0.060421141392249425,0.018945409918433125
Deaths,Kiribati,Male,10 to 14,Self-harm,Rate,2019,6.627732021587842,11.01533606913454,3.583550341417435
Deaths,Kiribati,Female,10 to 14,Self-harm,Rate,2019,2.1171985542610177,3.6380987390354442,1.0732263570067584
Deaths,Kiribati,Male,15 to 19,Self-harm,Number,2019,2.871552397095686,4.103196152504592,1.8658527079537701
Deaths,Kiribati,Female,15 to 19,Self-harm,Number,2019,0.9249880482022184,1.42333610288678,0.5644884532994947
Deaths,Kiribati,Male,15 to 19,Self-harm,Percent,2019,0.23696923083969393,0.3217309987161048,0.16079897020241518
Deaths,Kiribati,Female,15 to 19,Self-harm,Percent,2019,0.13483458135078638,0.20425055986089471,0.08225152228901875
Deaths,Kiribati,Male,15 to 19,Self-harm,Rate,2019,52.05949868112438,74.38845096671567,33.82677491350502
Deaths,Kiribati,Female,15 to 19,Self-harm,Rate,2019,16.64626573679138,25.614634748494176,10.158644554636952
Deaths,Kiribati,Male,20 to 24,Self-harm,Number,2019,5.381870899956598,7.527563745500318,3.3826094696877345
Deaths,Kiribati,Female,20 to 24,Self-harm,Number,2019,0.6717723243847954,1.0927003149173518,0.36877606821266995
Deaths,Kiribati,Male,20 to 24,Self-harm,Percent,2019,0.24742712545864756,0.33790273180062824,0.1583083610514013
Deaths,Kiribati,Female,20 to 24,Self-harm,Percent,2019,0.06473756548082854,0.10324014299249484,0.038197327340760576
Deaths,Kiribati,Male,20 to 24,Self-harm,Rate,2019,103.10942742136346,144.21802419723832,64.80626014503574
Deaths,Kiribati,Female,20 to 24,Self-harm,Rate,2019,12.470195949555505,20.2839363077947,6.845637525079811
Deaths,Kiribati,Male,25 to 29,Self-harm,Number,2019,4.200717507835784,5.8327715214123055,2.8195804679458876
Deaths,Kiribati,Female,25 to 29,Self-harm,Number,2019,0.8706186767215139,1.4233806260884179,0.49722602201945054
Deaths,Kiribati,Male,25 to 29,Self-harm,Percent,2019,0.16043289783014508,0.21962422421947878,0.11004663066856343
Deaths,Kiribati,Female,25 to 29,Self-harm,Percent,2019,0.06255331302866791,0.09448472553072579,0.038937121505825366
Deaths,Kiribati,Male,25 to 29,Self-harm,Rate,2019,83.10965467759848,115.39924454659547,55.784365073245134
Deaths,Kiribati,Female,25 to 29,Self-harm,Rate,2019,16.416069018564414,26.838747229206422,9.375512969736668
Deaths,Kiribati,Male,30 to 34,Self-harm,Number,2019,3.2384506618472346,4.92911228769207,2.072491137779125
Deaths,Kiribati,Female,30 to 34,Self-harm,Number,2019,0.4299509958181183,0.7161042272039163,0.237737842100293
Deaths,Kiribati,Male,30 to 34,Self-harm,Percent,2019,0.11006068538305762,0.1642621415421728,0.07155556327220525
Deaths,Kiribati,Female,30 to 34,Self-harm,Percent,2019,0.027591861872559322,0.04107901743191752,0.017389080392865904
Deaths,Kiribati,Male,30 to 34,Self-harm,Rate,2019,75.35138862485114,114.68924320543945,48.222159745758454
Deaths,Kiribati,Female,30 to 34,Self-harm,Rate,2019,9.381195886601782,15.624836541756478,5.1872545664350955
Deaths,Kiribati,Male,35 to 39,Self-harm,Number,2019,3.1564367300534157,4.770530352112011,2.006610304881878
Deaths,Kiribati,Female,35 to 39,Self-harm,Number,2019,0.3257727205294869,0.5198904988680959,0.1880544110750359
Deaths,Kiribati,Male,35 to 39,Self-harm,Percent,2019,0.08932458237254819,0.13202994948267108,0.058813139196931
Deaths,Kiribati,Female,35 to 39,Self-harm,Percent,2019,0.016153580657856315,0.023947077160058363,0.010221982580735192
Deaths,Kiribati,Male,35 to 39,Self-harm,Rate,2019,83.99714274508666,126.9504042773383,53.39867281612599
Deaths,Kiribati,Female,35 to 39,Self-harm,Rate,2019,7.9336775543803455,12.66110794943641,4.579766708898464
Deaths,Kiribati,Male,40 to 44,Self-harm,Number,2019,2.1297853166281913,3.275888203656458,1.2992371773048819
Deaths,Kiribati,Female,40 to 44,Self-harm,Number,2019,0.25702937814058424,0.3972818288271531,0.14990953954076688
Deaths,Kiribati,Male,40 to 44,Self-harm,Percent,2019,0.05060809282551211,0.07326389674201832,0.032862528683995626
Deaths,Kiribati,Female,40 to 44,Self-harm,Percent,2019,0.010101137475278589,0.015441847724060967,0.006306716358936671
Deaths,Kiribati,Male,40 to 44,Self-harm,Rate,2019,68.74201708962906,105.73420763177299,41.93482955698552
Deaths,Kiribati,Female,40 to 44,Self-harm,Rate,2019,7.4164215164249745,11.463318025018904,4.325545751269721
Deaths,Kiribati,Male,45 to 49,Self-harm,Number,2019,1.1503785830706976,1.8659696529309255,0.6788847536140424
Deaths,Kiribati,Female,45 to 49,Self-harm,Number,2019,0.14518241122169726,0.23220422009765967,0.08274188313755032
Deaths,Kiribati,Male,45 to 49,Self-harm,Percent,2019,0.025236139472133032,0.03785340993696711,0.015804224186494194
Deaths,Kiribati,Female,45 to 49,Self-harm,Percent,2019,0.004865645111153673,0.007393746212347789,0.003037906285331628
Deaths,Kiribati,Male,45 to 49,Self-harm,Rate,2019,48.28809738811578,78.32562744995035,28.49675192171693
Deaths,Kiribati,Female,45 to 49,Self-harm,Rate,2019,5.382531699726644,8.608801610116576,3.0675947942679094
Deaths,Kiribati,Male,50 to 54,Self-harm,Number,2019,0.8002396634512071,1.2191653791335366,0.4712379965504996
Deaths,Kiribati,Female,50 to 54,Self-harm,Number,2019,0.18901013338391914,0.2957268877803954,0.1146148578801267
Deaths,Kiribati,Male,50 to 54,Self-harm,Percent,2019,0.013635289078911534,0.02002596366139397,0.008801499711951951
Deaths,Kiribati,Female,50 to 54,Self-harm,Percent,2019,0.004895348300231135,0.007452631795441654,0.0031324290488065672
Deaths,Kiribati,Male,50 to 54,Self-harm,Rate,2019,35.954810816578,54.777165595392525,21.1727483520186
Deaths,Kiribati,Female,50 to 54,Self-harm,Rate,2019,7.717149809987902,12.074319270529424,4.679643429036713
Deaths,Kiribati,Male,55 to 59,Self-harm,Number,2019,0.9061241951749401,1.380854398931391,0.5552140099072734
Deaths,Kiribati,Female,55 to 59,Self-harm,Number,2019,0.17269177012929426,0.26687185323948986,0.10415505824542104
Deaths,Kiribati,Male,55 to 59,Self-harm,Percent,2019,0.012372947015867846,0.01759289582145156,0.00817231210331299
Deaths,Kiribati,Female,55 to 59,Self-harm,Percent,2019,0.003358000814940762,0.005048247629471632,0.002134780733651804
Deaths,Kiribati,Male,55 to 59,Self-harm,Rate,2019,44.39966168108589,67.66121958762642,27.205226757820643
Deaths,Kiribati,Female,55 to 59,Self-harm,Rate,2019,7.7939029151286885,12.044426398384696,4.7007127871618275
Deaths,Kiribati,Male,60 to 64,Self-harm,Number,2019,0.5438197559191724,0.8408432979087986,0.33913207013994817
Deaths,Kiribati,Female,60 to 64,Self-harm,Number,2019,0.21891770386252343,0.3403805697310304,0.1346433047585664
Deaths,Kiribati,Male,60 to 64,Self-harm,Percent,2019,0.0074106840017836954,0.010758042041590294,0.00491359460817627
Deaths,Kiribati,Female,60 to 64,Self-harm,Percent,2019,0.003868414384014832,0.005863164788388835,0.0025101722767548523
Deaths,Kiribati,Male,60 to 64,Self-harm,Rate,2019,36.4198371359259,56.31162831683662,22.711816971765263
Deaths,Kiribati,Female,60 to 64,Self-harm,Rate,2019,12.48135178760721,19.406423315800442,7.676539735648902
Deaths,Kiribati,Male,65 to 69,Self-harm,Number,2019,0.32789967187891284,0.5038658506810184,0.20716315583058045
Deaths,Kiribati,Female,65 to 69,Self-harm,Number,2019,0.10273665816032874,0.1574746705043324,0.060679352449731876
Deaths,Kiribati,Male,65 to 69,Self-harm,Percent,2019,0.006895556312851192,0.009959990294999168,0.00446245288038228
Deaths,Kiribati,Female,65 to 69,Self-harm,Percent,2019,0.0019721360077142305,0.0029073375974903023,0.0012188451909904256
Deaths,Kiribati,Male,65 to 69,Self-harm,Rate,2019,44.80568593577907,68.85049603744285,28.307705355184254
Deaths,Kiribati,Female,65 to 69,Self-harm,Rate,2019,8.944211205085132,13.709680046667305,5.282719467585076
Deaths,Kiribati,Male,70 to 74,Self-harm,Number,2019,0.14129733984795503,0.20792356632134396,0.0871615213082481
Deaths,Kiribati,Female,70 to 74,Self-harm,Number,2019,0.08413288467075909,0.12507150331218536,0.054125465290308414
Deaths,Kiribati,Male,70 to 74,Self-harm,Percent,2019,0.004048896146286648,0.005931135851447646,0.0026159553120844166
Deaths,Kiribati,Female,70 to 74,Self-harm,Percent,2019,0.0016803036425858944,0.002450202228502222,0.0011101714947474256
Deaths,Kiribati,Male,70 to 74,Self-harm,Rate,2019,35.08043159119325,51.62197994938683,21.639924636433832
Deaths,Kiribati,Female,70 to 74,Self-harm,Rate,2019,11.68385179703153,17.36915255491528,7.5166080109116775
Deaths,Kiribati,Male,75 to 79,Self-harm,Number,2019,0.09637492342826758,0.14726398958457282,0.05806122137899501
Deaths,Kiribati,Female,75 to 79,Self-harm,Number,2019,0.07356133999660293,0.11432806140940868,0.04474700979890818
Deaths,Kiribati,Male,75 to 79,Self-harm,Percent,2019,0.003216995392954741,0.004732230841407601,0.0019496027287949683
Deaths,Kiribati,Female,75 to 79,Self-harm,Percent,2019,0.001575863236879138,0.0024027016839841026,0.0009613843636518323
Deaths,Kiribati,Male,75 to 79,Self-harm,Rate,2019,37.721836913135434,57.640182743404274,22.725578873907658
Deaths,Kiribati,Female,75 to 79,Self-harm,Rate,2019,16.70894298994966,25.968818136394663,10.16396976639094
Deaths,Kiribati,Male,80 to 84,Self-harm,Number,2019,0.07284390526914795,0.1092914876123166,0.045032714215143425
Deaths,Kiribati,Female,80 to 84,Self-harm,Number,2019,0.028372754736686608,0.04522374810750227,0.016104362884554232
Deaths,Kiribati,Male,80 to 84,Self-harm,Percent,2019,0.004082998749310036,0.0061396335783546144,0.00259038453285046
Deaths,Kiribati,Female,80 to 84,Self-harm,Percent,2019,0.0009066571768884863,0.0014658990074070193,0.0005213345186954966
Deaths,Kiribati,Male,80 to 84,Self-harm,Rate,2019,70.30194667908417,105.47765535372912,43.46125405920983
Deaths,Kiribati,Female,80 to 84,Self-harm,Rate,2019,14.625660255548471,23.312053462598406,8.30151821236448
Deaths,Kiribati,Male,85 to 89,Self-harm,Number,2019,0.02616644236067523,0.037781688438004314,0.017066140941645148
Deaths,Kiribati,Female,85 to 89,Self-harm,Number,2019,0.014366230012155472,0.022628406450299773,0.008449715863606967
Deaths,Kiribati,Male,85 to 89,Self-harm,Percent,2019,0.003178141479043231,0.004595689363549894,0.0020537174262805105
Deaths,Kiribati,Female,85 to 89,Self-harm,Percent,2019,0.0008773228315170317,0.0013743018359335078,0.0005251365906056171
Deaths,Kiribati,Male,85 to 89,Self-harm,Rate,2019,78.83955239498984,113.83631615338763,51.42032280900383
Deaths,Kiribati,Female,85 to 89,Self-harm,Rate,2019,21.008133441569743,33.09014138543998,12.356252005975682
Deaths,Slovakia,Male,10 to 14,Self-harm,Number,2019,1.2548149825609454,2.184470705458938,0.6004062780814869
Deaths,Slovakia,Female,10 to 14,Self-harm,Number,2019,0.4287283226474591,0.6788512237086455,0.250945169391704
